chunk_id,source,doc_type,chunk_index,strategy,text,token_count
Deep Learning Applic__c060,Deep Learning Applications _ AIPI 540.01.Sp26 on 2_17_2026 (Tue)_Captions_English (United States).txt,transcript,60,sentence_sliding_window,"Um, I like food up there. You see that little tiny cluster up there for food? Um, I think that's really fun. But this is really fascinating because you can see we are these spatial dimensions allow us to actually map spatially the many, uh, different concepts emerging. Um, in the Stopwords list. Previously I saw that words like, I mean, people who look like what happens if they, like, don't exist in the embedding space. It's a great question. Um, and so. Stopwords are used a lot for traditional approaches. Occasionally you will use stopwords for some of these more neural network based approaches, but a lot of the time we just like encode all of the crap. Yeah. Good question. Yeah. Was this images and text because it's clear this was just text. Okay. Yeah. And like it seems like there's more like detail and more like meaning in signal in text than images.",194
Deep Learning Applic__c061,Deep Learning Applications _ AIPI 540.01.Sp26 on 2_17_2026 (Tue)_Captions_English (United States).txt,transcript,61,sentence_sliding_window,"And like it seems like there's more like detail and more like meaning in signal in text than images. So is this easier to do with text or with images? It's actually the same if you're using clip because you have the same embedding space, right? So you take a picture of a dog and you take the word dog. And essentially those should be mapped to the exact same number in embedding space. Okay. But like in general, is it easier to like embed meaning in from words or from like images? It's really just a shame. I think it's not even necessarily that it's different, right? It really it doesn't. To a machine it's just numbers. So we can say, oh, well, you know, it's it's more challenging in some ways to do text because of all these hidden meanings and these colloquialisms and slang. And you have to constantly be updating your embedding model.",193
Deep Learning Applic__c062,Deep Learning Applications _ AIPI 540.01.Sp26 on 2_17_2026 (Tue)_Captions_English (United States).txt,transcript,62,sentence_sliding_window,"And you have to constantly be updating your embedding model. But then in images there's a lot of new words and images. Right? And so that makes things challenging because, you know, you might have most of the picture is a cat, but then there's a tiny little dog in the background, right. So where does that get embedded. It gets embedded closer to Cat, but still with some dog meaning. So that's where things get a little bit funky. So practical limitations. But in terms of the machine from a numbers perspective, it should be the exact same. Have you got a clean picture of a dog and the text word of a dog? Those should map exactly the same. And that's the whole idea. Thank God and we will talk more about that. I think next week. So to create all of this, like what does our data set actually look like? Okay. So this is a very simplified version of what what we do.",196
Deep Learning Applic__c063,Deep Learning Applications _ AIPI 540.01.Sp26 on 2_17_2026 (Tue)_Captions_English (United States).txt,transcript,63,sentence_sliding_window,"So this is a very simplified version of what what we do. But we we have our a sentence. Let's say deep learning is very hard and fun. We've got a target word. So we're going to basically slide this target word throughout our sentence. And then what we have are these blue context words around it. And so here we have two context words on either side. And so we're going to grab those context words. So we pass an end context window through a corpus of text data. And we find all pairs of targeted context words to form the data set in the format of target word and context words. So our data set becomes we've got target words. And then we have their associated context words. And we don't just do this on one sentence, obviously. Usually these are corpuses of books or the entire internet. Um, but all of this information, we just passed the context window over. So word to back came out in 2013.",197
Deep Learning Applic__c064,Deep Learning Applications _ AIPI 540.01.Sp26 on 2_17_2026 (Tue)_Captions_English (United States).txt,transcript,64,sentence_sliding_window,"So word to back came out in 2013. So a while ago this was a shallow neural network architecture. And our vectors encoded semantic and syntactic word relationships. And what this allows us to be able to do is really cool arithmetic operations on words. So things like queen and king and woman and man we take queen, uh, we subtract woman and we get king or king subtract man and get queen. As you can do all of these, like really interesting, um, things you can look at, like the distance between queen and king here should be the exact same distance as between woman and man. So how do we do this? Well, it's a single hidden layer neural network. So extremely simple. Much simpler than a lot of the models that we talked about in computer vision. We have one hidden layer. So you got your input. You got your output at one hidden layer, the input layer V one hot encode vectors.",189
Deep Learning Applic__c065,Deep Learning Applications _ AIPI 540.01.Sp26 on 2_17_2026 (Tue)_Captions_English (United States).txt,transcript,65,sentence_sliding_window,"You got your output at one hidden layer, the input layer V one hot encode vectors. So basically we are just taking a one hot encoding right. We're not encoding meaning that if you have, you know, 20 words in your dictionary and then your vector, uh, is 20, uh, words long. And for each time a unique word is, it's going to be a one in there. And so what I encode our vector is to our vocabulary size. Then we have our hidden layer. This is our dense linear projection. We call this AR embedding dimension. So we are taking those one hot encoding vectors. And we are compressing them into a dense linear projection or embedding dimension. Our output layer is just a softmax over our vocabulary. And uh we use this is important no nonlinear activations between layers.",170
Deep Learning Applic__c066,Deep Learning Applications _ AIPI 540.01.Sp26 on 2_17_2026 (Tue)_Captions_English (United States).txt,transcript,66,sentence_sliding_window,"And uh we use this is important no nonlinear activations between layers. So unlike a lot of the neural networks we've talked about so far, we're actually not going to be using non-linear activations between our layers. So then the weights between our input and our hidden layer, those become our final word embeddings. So those weights themselves. There's two different training methods forward to back. We have skip gram and we have continuous bag of words in skip gram. We're going to predicts context words given the center or target words. So we've got our target word here. And then we are predicting our context words for our output. This is better for very rare words. And it works better with a small training data set. And then moves word to back. Implementations use continuous bag of words or cbow. This predicts the center or target word from the context.",181
Deep Learning Applic__c067,Deep Learning Applications _ AIPI 540.01.Sp26 on 2_17_2026 (Tue)_Captions_English (United States).txt,transcript,67,sentence_sliding_window,"This predicts the center or target word from the context. So you put this input the context words and then as an output you want to have that target word. So cbow predict current word based on the context words. Skip gram predicts around two words given feed current word. So here our input. Our words are one. Hot encoded vectors right. They're sparse and very high dimensional. Um, right. We talked about 470,000 words in the Standard English dictionary. So they are extremely large high dimensional sparse vectors. And then we have our embedding layer which is going to transform these into dense lower dimensional vectors. This is the architecture, right? I told you. Super, super simple here, right? Input is. Our words are one hot encoding vectors. Um, and our embedding layer is going to transform these into dense lower dimensional vectors which you can see here. And what we're trying to do here is predicting the probabilities over our vocabulary.",194
Deep Learning Applic__c068,Deep Learning Applications _ AIPI 540.01.Sp26 on 2_17_2026 (Tue)_Captions_English (United States).txt,transcript,68,sentence_sliding_window,"And what we're trying to do here is predicting the probabilities over our vocabulary. So we have uh, 7834 tokens in our vocabulary. We're basically doing a softmax. Right. We're saying what's the probability of each of these vocabulary words being the next word? Okay, so we've got a lambda layer here which is going to average our context word embeddings. Right. Because we have all of these context words. They're going to come in. They're going to have their own embeddings. And then from those we need to average those in order to provide it to our dense layer. And our continuous bag of words is going to assume that all of our context words contribute equally to predicting the target. This isn't if you're like, that doesn't seem exactly right. Well, stay tuned for next week because enter transformer architecture. We average the averaging then creates a fixed size representation that regardless of our window size because we're averaging it.",198
Deep Learning Applic__c069,Deep Learning Applications _ AIPI 540.01.Sp26 on 2_17_2026 (Tue)_Captions_English (United States).txt,transcript,69,sentence_sliding_window,"We average the averaging then creates a fixed size representation that regardless of our window size because we're averaging it. And then it helps us capture that general context rather than those specific word positions. It makes the model more robust to word order variations. So that's why we have this lambda layer here. Our dense layer just acts as a classifier right. This is just a classifier. Over our entire vocabulary we're using softmax here. Our each output is going to represent the probability of that word being the target word. And then we're going to do training via back propagation, just like we did with our neural networks. Back in our interest in neural networks. Um lecture the model is going to learn our optimized embeddings for all of the words in the vocabulary. And then for laws were typically going to use a categorical cross entropy loss for this one. Okay, so how do we actually get the embeddings then? How do we get them out of here?",199
Deep Learning Applic__c070,Deep Learning Applications _ AIPI 540.01.Sp26 on 2_17_2026 (Tue)_Captions_English (United States).txt,transcript,70,sentence_sliding_window,"How do we get them out of here? Um, well, we actually just directly extract the weights of our embedding layer. So those weights become our word embeddings. And the only reason we can do this is because we are not using non-linear activations. So this is an entirely linear process. No non-linear activations at all. Um, and so we can just pull out those word embeddings, um, as our weights. Now, Doctor Beck is very similar to word to back continuous bag of words. We're just going to add a paragraph vector to the inputs to capture the topic of the paragraph or document. So in addition to a normal bag of words, we add a paragraph id. So then we start to learn where it's kind of located in that document as well, and helps us capture the topic of the paragraph or document in our main. So a year later, blow you out.",190
Deep Learning Applic__c071,Deep Learning Applications _ AIPI 540.01.Sp26 on 2_17_2026 (Tue)_Captions_English (United States).txt,transcript,71,sentence_sliding_window,"So a year later, blow you out. I'm not going to talk a lot about blow because it's not actually a neural network based approach. Um, however, some of you may use this. Uh, it's often used as input into a neural network. So some of you might use this. And I just wanted you to be aware of it. That flow is a matrix factorization based method for learning word embeddings by analyzing word co-occurrence statistics. And it uses a log by linear regression model. Um, so traditional approach um, doesn't use a neural network. However, this might be something that you provide as input to your neural network. All right. And we are going to take a quick ten minute break here and come back to talk about recurrent neural networks after. To arrive. Early in the season, show up for some food, art and if you can come up with negatives. Right off the.",191
Deep Learning Applic__c072,Deep Learning Applications _ AIPI 540.01.Sp26 on 2_17_2026 (Tue)_Captions_English (United States).txt,transcript,72,sentence_sliding_window,"Right off the. But thank you for uh, and, uh, um, um, nice. Well, well, no to another. Graphic saying oh, I'm sorry. Yeah. I'm sorry. Oh, no. We to say we I mean, why not just because we have. Did you see the show on the project? We did. Okay, so it's easier. Uh, yeah. A little bit of worry about this. I have no idea about that. So we're, you know, we like to talk about, you know. Yeah. I don't even remember what I've done, so, you know. Yeah. Stuart's not going to know about it because I did all this video, so I'm happy to chat with you. Maybe after this entire team is hearing know this kind of work thing.",171
Deep Learning Applic__c073,Deep Learning Applications _ AIPI 540.01.Sp26 on 2_17_2026 (Tue)_Captions_English (United States).txt,transcript,73,sentence_sliding_window,"Maybe after this entire team is hearing know this kind of work thing. Oh, you tried okay, but nothing's changing except, oh, you have to log in to the website and, you know, whatever. And then there'll be another time. And there's no argument there. Absolutely no argument. It's it's fine. Yeah. It's just we are seeing like 4.6 to something and we still do so much higher now. So don't skills for some reason we're like or uh, it's not important to me. Like I was asking us like it just came up. So much so that it's not even on the side of money back. I feel like you can literally just kick out of okay, because I, like you said that you, uh, she's not optimizing her time, but, um, um, yeah, it really does show the skills are different. Yeah. So don't even bother. I actually paid the entire time.",199
Deep Learning Applic__c074,Deep Learning Applications _ AIPI 540.01.Sp26 on 2_17_2026 (Tue)_Captions_English (United States).txt,transcript,74,sentence_sliding_window,"I actually paid the entire time. So the question for like, oh, I'm glad about it, yeah, I remember, let's go. Yeah. You're right on the box. Well, yeah. How the help you? I just don't know. I didn't know I was so excited to work with the first time ever. Because. Because I already did that. That's seven years. I, uh, I already I have the skill, right? No worries. I'm just after all, that's on our project. So it's like, oh, I like you stuff on this. I didn't think I like this. And it's something that I've been working on. Yeah. Um, yeah, yeah. This is why I don't understand about this. Another. Oh, I they had my back. You messed up in some way. No, I didn't do anything. That's all I'm saying here.",195
Deep Learning Applic__c075,Deep Learning Applications _ AIPI 540.01.Sp26 on 2_17_2026 (Tue)_Captions_English (United States).txt,transcript,75,sentence_sliding_window,"That's all I'm saying here. Like, why do you think this attitude project is 84.50? And this is I also I think I mean that's like the median wasn't 70. I think what you mean was because you have people there, you can always watch the recording. That was this was a thank you. See I think oh thank you so much. You know I on how is that possible going to get a point that I mean yeah you're good. You're going to get more points back than that. I mean what do you have next to make no sense. And but it's here. But I don't think it's it also, you know, it's just a question mark by the way. It's a question mark. Okay? I [INAUDIBLE] up a lot of people. I thought I was going to get like three people. So I can help you set it up.",189
Deep Learning Applic__c076,Deep Learning Applications _ AIPI 540.01.Sp26 on 2_17_2026 (Tue)_Captions_English (United States).txt,transcript,76,sentence_sliding_window,"So I can help you set it up. But you do want to make, uh, an account so you can see this has like a mean average position of zero points. On that question, I could I going to do is go some way. What else? I got zero points on the contribution of uh mathematician. Which one you ask about the euro I said I got the zero and now, you know, start with. Zero points. That's crazy. No. Uh, yeah. What? The phone number. Where we can actually do 81 plus ten. Another one. Uh, not going to. Didn't work. Why would you do that? Oh, it's so funny. I'm like, the stupid lot of people are. All of us. People are kind of [INAUDIBLE]. I still go look at this for everyone. Oh, except for that one. I just realized, oh, yeah, I realize I realized that later.",195
Deep Learning Applic__c077,Deep Learning Applications _ AIPI 540.01.Sp26 on 2_17_2026 (Tue)_Captions_English (United States).txt,transcript,77,sentence_sliding_window,"I just realized, oh, yeah, I realize I realized that later. Uh, that's all I got. I got money, I have a house, so. Well, I'm the first to, uh, actually look like a plus or minus. You know, uh, I was about, like, one, but I had. I thought about this is. Well, I guess a lot is done right now because they're watching summit 4.6. So I mean, you've got to run a few lines each day, but, um, I'm, I work quite well. So how do I. Oh, oh, I need to see I didn't stop I didn't say yeah, but even I do. So if you want, you can want to change something. Oh I, you like not. Um, I was saying in the morning when I woke up and I thought it was right. Yeah. Oh, my God is the opposite.",197
Deep Learning Applic__c078,Deep Learning Applications _ AIPI 540.01.Sp26 on 2_17_2026 (Tue)_Captions_English (United States).txt,transcript,78,sentence_sliding_window,"Oh, my God is the opposite. I've never passed an exam. Ever. I was not a good teacher. Yes. I'm going to look at this now using the API one. It means I just don't even bother. I didn't even try. Yeah, yeah, that's what I, uh, I don't, I don't bother anymore. Like, I could study, like ten hours. I'm so annoying at the same grade. That's impossible. But I promise you, I. This exam was not. I guess he's I don't remember, like this node stuff. There's no, like, application. You know what this thing is? And you write it, right? Um, no, uh, it's going to allow them to, but you can't say, like, if you study for ten hours, that's impossible. No, I can't, it's I oh, how do you think my undergrad.",197
Deep Learning Applic__c079,Deep Learning Applications _ AIPI 540.01.Sp26 on 2_17_2026 (Tue)_Captions_English (United States).txt,transcript,79,sentence_sliding_window,"No, I can't, it's I oh, how do you think my undergrad. I'm going to say I don't want it. I think you go. Yeah. If you just leave it I said yeah, yeah. Oh ten A lot of study here. I'm telling you that we faster might not get on YouTube. Yeah. Interacting with a special Tesla. I always just like doing cheap stuff. Like noise. Yeah. Like almost just us. Um, we'll see you for the next half hour, and then we see the difference. If I'm worried about it, I would probably just. I mean, yeah, every single thing you're talking about is, uh. This. Yeah, I know what you're talking about. It. It's literally fine. Right? That's what I was going. Yeah. Sam, I don't want to over study. That's why I was so nervous.",190
Deep Learning Applic__c080,Deep Learning Applications _ AIPI 540.01.Sp26 on 2_17_2026 (Tue)_Captions_English (United States).txt,transcript,80,sentence_sliding_window,"That's why I was so nervous. Because, uh, it's not important to find out this is a basketball game and science drive. I guess I'm like, oh, I'm the one point guard I can. Actually, I'm actually way below. Yeah, there I was like, freaking out. But then like, we just like, wait, it turns out somehow, I guess. Yeah, that's my office, I guess. Oh. Right there. Oh, yeah. Did you fly somewhere? No, no, no, that seems like something you would do is go off to, like, I don't know, London or something. But, um, one of your, um, gets lost at Chapel Hill with a dagger, I see. Yeah. That's something it's going to be, um, like a really weird, like a picture of this right now. Yeah. It's, like super awesome. How has the weekend?",196
Deep Learning Applic__c081,Deep Learning Applications _ AIPI 540.01.Sp26 on 2_17_2026 (Tue)_Captions_English (United States).txt,transcript,81,sentence_sliding_window,"How has the weekend? Because it was Saturday. It ended Saturday. Yeah. So, yeah. Kind of. My mom went home on Sunday. Uh, yeah. So that was. You should be the thing. But she's here now. So there's two. So there's two types of notes. There's two types of text you create. So I'll just look for example. So there's I mean it's just like the idea you know she she's up. And now then you create subtext which you probably want to do like possible. Um, um, and you do it with two quotes to get more. And then you can put stuff like in categories and so like computer vision and it's okay. And you can like the sentence generation. I have this obviously because I have, you know like mixed up for five. So yeah. Yeah.",177
Deep Learning Applic__c082,Deep Learning Applications _ AIPI 540.01.Sp26 on 2_17_2026 (Tue)_Captions_English (United States).txt,transcript,82,sentence_sliding_window,"Yeah. No parameters for the um either way though you probably if you like, I like, you know, if you don't like her then don't. But, uh, it's really funny because, um, just like asking. But the first question of this question is like, what have you written that you can. I didn't even know what I wrote like here. So you click add. All right. Here. It's like kind of the basic browse like this is where the bottom line. Is like all the parts. So yeah it was just one other thing that no wonder she didn't want to do it. Probably just leave it in vaults. Mr. Claffey, before this. So I counted. I'm 35, I. Oh, you have to create a. I mean. This is a really good place. To go. My mom and I used to always, I don't know, I always I was supposed to be.",197
Deep Learning Applic__c083,Deep Learning Applications _ AIPI 540.01.Sp26 on 2_17_2026 (Tue)_Captions_English (United States).txt,transcript,83,sentence_sliding_window,"My mom and I used to always, I don't know, I always I was supposed to be. On there and thought that, like, we were, like, together. And so that's the cards. And you see my mom just like she's on that road. And so like, yeah, this is we did look like that. So then there's a lot of moving. And so personally I have my team all set up here. This is oh oh so it like that's not accessible. Yeah yeah yeah. She was like she was. So I have my family which is great. Oh that's amazing. No. Like what is not making the move. Oh yeah. So we can't say oh that's fire prevention. I actually have no principles. Oh, I didn't know they all. Well, that's great bro. I don't even know why you're doing what it. Yeah I don't remember anything.",192
Deep Learning Applic__c084,Deep Learning Applications _ AIPI 540.01.Sp26 on 2_17_2026 (Tue)_Captions_English (United States).txt,transcript,84,sentence_sliding_window,"Yeah I don't remember anything. It though the you know what is that I would have actually done. This is what they take a leader or anything else. Yeah. Thank you I do. Yeah. My other sister, she still lives in. This is not. Huh. I don't I get I did a couple weeks ago. Oh yeah I was like this is crazy. Like like just one more for two more people. Like yeah, I just remember it like, we are in the North. Like there's like a like. Well. I'm like this choir. We're just like people up to me like, oh, yeah, it's up to the. It was like I just came and I was like, pretty well. And then five steps and it was six. I've no idea what I was. I guess because you're in like, oh yeah, yeah. How are you guys? It's cool.",190
Deep Learning Applic__c085,Deep Learning Applications _ AIPI 540.01.Sp26 on 2_17_2026 (Tue)_Captions_English (United States).txt,transcript,85,sentence_sliding_window,"It's cool. It kind of reminds me of the think the very similar about we got like you might have just like the Tasiast. Right. So what are you making up? I don't like it. Oh, the psychic says that I was also a chain link. No, no, no, you have my colleague. Yeah. So that's what I do is I was like, I know I was like, all right. Yeah. Yeah. I was like, all right. I guess I got to push aside all the other stuff in addition to all of the things that you do and give up and not of us, unfortunately, because we did stuff like using the directory feature extraction, which is what you get with, uh oh, it's just 1.6. So, uh, the problem, the system problem thing. Magnolia. Yeah, yeah, yeah. It's like I was like, I don't we all but also I think like that.",200
Deep Learning Applic__c086,Deep Learning Applications _ AIPI 540.01.Sp26 on 2_17_2026 (Tue)_Captions_English (United States).txt,transcript,86,sentence_sliding_window,"It's like I was like, I don't we all but also I think like that. Yeah, I yeah, we did like a 15 minute vague. And for him she was like, you have to how you to um your role in order to do things on the horizon with me as well. I think the most points for you would be like like, yeah, it's just like, wow, this is this for me. You grow to become a psychic, you know? Yeah. Oh, I was like, I don't go to sleep, okay? Like dead or something, like stupid, bro. Like, there's not always having someone I don't know. If it is worth paying more for the like. Yeah. Yeah. You know. Yeah. I was like, hey, how did we get here? So the way you actually do it easy. Go to settings for like okay. And then capabilities and then you can add a lot of skill.",198
Deep Learning Applic__c087,Deep Learning Applications _ AIPI 540.01.Sp26 on 2_17_2026 (Tue)_Captions_English (United States).txt,transcript,87,sentence_sliding_window,"And then capabilities and then you can add a lot of skill. Unfortunately it's just broken right now. You know I might actually do it because I feel like I'm like yeah. Hey. Oh. Oh okay. I'll work for you. I always wanted there you go for lunches. Yeah, it's working, at least for you. So actually now you can do things like go ahead and just say welcome to chat. I know I've been awake at night. Uh, actually, I skipped all my classes. I didn't want to go for the games. Um, I didn't bed, so, honestly, I didn't want to go to class. Yeah, that's what I like to do. The point? I miss my accent. 11 days about nothing on my phone is not wanting to go right. Everybody and just saying what part of fiction, nonfiction, fiction is letting my family down?",188
Deep Learning Applic__c088,Deep Learning Applications _ AIPI 540.01.Sp26 on 2_17_2026 (Tue)_Captions_English (United States).txt,transcript,88,sentence_sliding_window,"Everybody and just saying what part of fiction, nonfiction, fiction is letting my family down? Yeah, I mean, I like I like reading about them. I don't even know if it's probiotics and something that is on my to do list recommended, but to get in that for the reinforcement learning class, like somebody would be like really into robotics, I would do something like by proxy, I would have to learn a lot about it. I'm so hoping for that. But yeah, and you know, I go on these like little tangents and I'm like, I want to learn everything about this. Yeah, but I don't have time. And it's very upsetting. Yeah. So what, your graduate student take advantage of the time to like, just learn about all this random stuff. But yeah, just walking to the Colab jewelry shed, you should chat with Jared or chat with him. Sure, sure.",191
Deep Learning Applic__c089,Deep Learning Applications _ AIPI 540.01.Sp26 on 2_17_2026 (Tue)_Captions_English (United States).txt,transcript,89,sentence_sliding_window,"Sure, sure. Yeah, yeah, yeah, I know you. He could probably point you in the right direction if I see things. Yeah. When I came here, I was like, I should do a masters in robotics. And I was like, I should do a masters in Computational Arts. And it's like, I want to get an MBA. So you can see why I'm here as a faculty member, because I just have so many range of interests. All right, I'll talk about recurrent neural nets. So, so far, we have only looked at feedforward neural networks, where signals flow in one direction from input through our hidden layers to the output. So flows in one direction. In sequence models. So we're in talk about RNNs today. Subclasses of which are LSTMs and Grus.",172
Deep Learning Applic__c090,Deep Learning Applications _ AIPI 540.01.Sp26 on 2_17_2026 (Tue)_Captions_English (United States).txt,transcript,90,sentence_sliding_window,"Subclasses of which are LSTMs and Grus. The output of a layer is going to be added to the next input and fed back into the state, where it's kind of weird, but it kind of looks like this. So we've got our input. We're going to spit the output out, but we're also going to, uh, put the, uh, output back into the input of our next part of the model, which is all the same layer. Which is kind of crazy. So this is how we typically drive. It's all rolled up here where we got our input and or output. And it's recursive like recurrent. All right. So feed forward what we talked about so far in the class input observations are independent of one another. So in sequences observations are closely related to their neighbors in time space. And by treating them as independent we're going to lose valuable information. So our ends allow us to retain information about history.",196
Deep Learning Applic__c091,Deep Learning Applications _ AIPI 540.01.Sp26 on 2_17_2026 (Tue)_Captions_English (United States).txt,transcript,91,sentence_sliding_window,"So our ends allow us to retain information about history. So they allow us to start modeling some of these sequences, sequences which are very important to understanding in text. And so here we've got our recurrent neural network. We're going to put an input in here. Get an output. The output is going to go here and here back in to our neural network where we have our next input output. So on and so forth. And sometimes you'll see it drawn up. Okay. So what's happening inside. Okay. So inside it's pretty interesting. And this is a layer of a neural network even though it looks a little bit funny. So you kind of think of it as better one for to on its side. All right. So here you can see this is the output from our previous timestep. So from our previous timestep. So from here you can see y sub t minus one.",186
Deep Learning Applic__c092,Deep Learning Applications _ AIPI 540.01.Sp26 on 2_17_2026 (Tue)_Captions_English (United States).txt,transcript,92,sentence_sliding_window,"So from here you can see y sub t minus one. And then we have x of t. That is our input at this particular time step. So x sub t is going to be multiplied by a weight. And the output of our previous y is a t minus one is going to be multiplied by the weight of y. And then we're going to add a bias here. And we're going to put that through an activation function of which in a typical RNN we have an hyperbolic tangent. And then the output of this hyperbolic tangent is then y sub t which then just gets added in here. Uh for our x of t plus one. And then we have y sub two here. And so this is the exact same thing that we've done previously, except now we've put the output in two places of our neural network so that we can add it in to the next stage of our net. And so there's the equation.",196
Deep Learning Applic__c093,Deep Learning Applications _ AIPI 540.01.Sp26 on 2_17_2026 (Tue)_Captions_English (United States).txt,transcript,93,sentence_sliding_window,"And so there's the equation. So we've got the activation function right. That's our hyperbolic tangent. And then we've got weights of x times x sub t of our input plus weights of y wait times y sub t minus one which is the previous output. And then plus a bias of course. Now there are some variations of this. Oftentimes instead of wise here, if it's continuing in the neural net, you're going to see H's instead of Y's. So you'll see why is that T if it's been spit out. Back to the user and you'll see each city. But here each sub T and y city are the same thing. And why isn't teeth if we're going to outfit it? We usually put it through a softmax. That softmax then allows us to be able to do something with that information that is in this hidden state. Okay. There are many different types.",193
Deep Learning Applic__c094,Deep Learning Applications _ AIPI 540.01.Sp26 on 2_17_2026 (Tue)_Captions_English (United States).txt,transcript,94,sentence_sliding_window,"There are many different types. So we've got our sequence to sequence. And this is what I just showed you. That's for example price forecasting. And so here you are trying to forecast a price. So you have a price here. And you're going to spit out a prediction for that price which is going to be added into uh as part of your next input. Spit out the price. And we go on and on. We also have sequence to vector. This is where we might want to classify something as spam or not. So we've got uh, let's say an email here. Um, and so we put in, uh, sentences from the email. And so a sentence from email here, we're going to get an output sentence from email here. No we're not showing the user the output until all of the information is, um, plugged into our neural network. And then we're going to get our output as spam or not.",195
Deep Learning Applic__c095,Deep Learning Applications _ AIPI 540.01.Sp26 on 2_17_2026 (Tue)_Captions_English (United States).txt,transcript,95,sentence_sliding_window,And then we're going to get our output as spam or not. So that's we're making a single classification. Here you can see image captioning. So if we want to caption an image we might put a representation of an embedding of that image here. And then we are outputting a caption word by word. So the and then now God is put in this part of the input here. Dog is walking by something like that. And so you're going to get each. Token in that caption is going to be done sequentially based on the previous ones. Here is an encoder decoder structure. This is something like machine translation where you might want to translate your input here. So maybe good bye. And you are going to try to translate that. And here is the translation then. We don't have inputs here. You just have outputs in that particular sequence.,179
Deep Learning Applic__c096,Deep Learning Applications _ AIPI 540.01.Sp26 on 2_17_2026 (Tue)_Captions_English (United States).txt,transcript,96,sentence_sliding_window,"You just have outputs in that particular sequence. Remembering that when we say inputs here these are going to be uh an embedding of our tokenization. Right. So these are specific tokens that we can tokenize by word or we can tokenize by sentence. And so depending on your application you might tokenize things a little bit differently. I'll pause here and see if there's questions because this is a lot of information on one slide. You have the vector to sequence in, uh, embedding. This is, uh, taking a single like once the image is like fully decomposing, uh, you know, like decompose and then upload it and then it's, uh, no longer requiring, I guess, further inputs or because I'm just trying to understand the extra, uh, exactly. Because that information is all already encoded. And so you're just going off of the, uh, the previous sequence there. Okay. Yeah. Great question. Um.",198
Deep Learning Applic__c097,Deep Learning Applications _ AIPI 540.01.Sp26 on 2_17_2026 (Tue)_Captions_English (United States).txt,transcript,97,sentence_sliding_window,"Um. All right. So in training in in this is going to look very similar to what we did previously. We do something called backpropagation through time or BPT where we compute the gradient of the loss across all time steps of the sequence contributing to the correct prediction using the chain rule. So again, using chain rule, doing all of the things that we did in backpropagation. But now we're computing the loss across all of the time steps of our particular sequence. Now there's a little bit of a challenge with recurrent neural networks, and that is that for longer sequences, the chain can get very long and the gradient can get very close to zero. We've seen this problem before. This is the vanishing gradient. Because of those, RNNs have difficulty remembering information far back in history because of this vanishing gradient. So we made architecture, variations of the traditional art and then leading LSTMs into your use.",192
Deep Learning Applic__c098,Deep Learning Applications _ AIPI 540.01.Sp26 on 2_17_2026 (Tue)_Captions_English (United States).txt,transcript,98,sentence_sliding_window,"So we made architecture, variations of the traditional art and then leading LSTMs into your use. So let's first talk about our long short term memory, or at least. Yeah, with the caveat here that I have a very much love hate, mostly hate relationship with LSTMs because I use them for my doctoral work, and I wasted probably four months trying to get an Lstm to work before I just ended up going with an XGBoost model. So love hate relationship here. All right. So up here you can see this is our standard RNN that we just talked about right. We've got our input here. The output from our previous um previous part of the recurrent neural network. We are going to have weights multiply these together, put them through a hyperbolic tangent and then move on. Uh, so that's a repeating module in our standard or. And then this is what it looks like an Lstm.",195
Deep Learning Applic__c099,Deep Learning Applications _ AIPI 540.01.Sp26 on 2_17_2026 (Tue)_Captions_English (United States).txt,transcript,99,sentence_sliding_window,"And then this is what it looks like an Lstm. So instead of just that single layer that we have in our traditional recurrent neural network with a single activation, now we're actually going to have four different interacting layers. And so those four interacting layers are represented here. And you can see four activation functions here. And even remind you what this activation function is. Sigmoid. Yes. So we have three sigmoid activation functions and the hyperbolic tangent activation function. And these are all interacting with one another. So let's take a look at how this works. Okay so first we have what we call our forgive gate. And so our forget gate is here. So we bring in information to that output of our previous part of our module. And then we have our input here. Um, and we are going to um multiply those by the weight out of bias and put those through a sigmoid activation function which is shown here.",195
Deep Learning Applic__c100,Deep Learning Applications _ AIPI 540.01.Sp26 on 2_17_2026 (Tue)_Captions_English (United States).txt,transcript,100,sentence_sliding_window,"Um, and we are going to um multiply those by the weight out of bias and put those through a sigmoid activation function which is shown here. Uh, so what we do with the forget gate is basically we're trying to decide what information to remove from the cell's memory. So we use that sigmoid layer to look at the previous output. And then the current input. And we output values between zero forget and one keep. All right. Next up we have our input gate. And so still relying on that input and the output from our previous um part of our input. Um, and now there's two components here. So make two activation functions or hyperbolic tangent as well as our sigmoid. Um and so here you can see I sub t which is uh, the results from our sigmoid activation function where we put our inputs. We multiply by a weight, add a bias and we have it through a sigmoid activation.",198
Deep Learning Applic__c101,Deep Learning Applications _ AIPI 540.01.Sp26 on 2_17_2026 (Tue)_Captions_English (United States).txt,transcript,101,sentence_sliding_window,"We multiply by a weight, add a bias and we have it through a sigmoid activation. Um, see today, uh, so t we're going to um which is located here, we have our input and output from our previous part of the RNA or Lstm. Multiply that by weights of C, add or bias component and put all of that through our hyperbolic tangent activation function. Now, what it does is it decides what new information to add to our cells memory. So our sigmoid layer is going to choose which values to update. And our hyperbolic tangent layer generates new candidate values to be possibly added to the memory. So which values do we update? And what are the new candidate values. C tilde a sub t. Okay. So step three of our Lstm all happens up here. And so here we are trying to get to see some key. And this is our cell state.",195
